EDRPOU,eotype,eolevel,teachstuff,nonteachstuff,teachstuffretage,pupils,classes,opex,opexplan,hub,year
24481145,urban,I-III,63,26,14,1178,39,16029.6,20726.1,,2020
24490575,urban,I-III,72,33,16,1239,41,19880,28443.8,,2020
24484215,urban,I-III,41,24,9,645,22,12099.1,15199.3,,2020
24481858,urban,I-III,32,19,7,504,18,8311.5,10512.7,,2020
24481671,urban,I-III,14,13,3,251,9,5056.5,6590.6,,2020
23751950,urban,I-III,75,25,16,1272,43,20333.7,26439.1,,2020
22661920,urban,I-III,61,20,13,1004,36,16109.8,23030.5,,2020
24342297,urban,I-III,33,19,7,616,20,9554,12085.4,,2020
24335254,urban,I-III,66,31,14,1200,40,18755.7,23762.3,,2020
23907339,urban,I-III,19,16,4,256,11,8115.8,9765.2,,2020
23753216,urban,I-III,43,17,9,644,21,10421.4,14030.7,,2020
21232631,urban,I-III,43,16,9,745,25,11460,14665.7,,2020
23907659,urban,I-III,48,19,10,770,29,16412.8,19748.5,,2020
36225311,urban,I-III,48,22,10,1028,34,15526,19812.9,,2020
24334645,urban,I-III,63,15,13,898,27,14838.6,17854.3,,2020
21232022,urban,I-III,39,23,8,701,25,11870.1,13574.3,,2020
19461353,urban,I-III,44,18,9,546,26,11510.8,15761.3,,2020
23912583,urban,I-III,74,26,15,1428,48,19620.1,24987.1,,2020
21229830,urban,I-III,25,12,5,413,15,6283.4,7871.9,,2020
24279171,urban,I-III,40,17,8,757,26,11169.6,14829.8,,2020
24479993,urban,I-III,40,13,8,867,29,11805.7,15317.4,,2020
23912488,urban,I-III,61,23,12,1036,37,15656.9,19871.6,,2020
21238197,urban,I-III,51,28,10,973,33,15681.1,20130.2,,2020
24482340,urban,I-III,41,20,8,690,25,12086,15116.9,,2020
23912577,urban,I-III,31,17,6,547,20,9111.4,11424.1,,2020
23321288,urban,I-III,47,24,9,786,27,12251.1,15138.7,,2020
23751708,urban,I-III,21,19,4,303,12,6285.9,7753.4,,2020
22645789,urban,I-III,21,16,4,401,16,6943.5,9119.8,,2020
21263790,urban,I-III,42,20,8,801,27,11403.5,13867.1,,2020
23323088,urban,I-III,37,22,7,612,20,9702.2,12528.2,,2020
19464469,urban,I-III,59,43,11,815,26,18407.4,21971.7,,2020
24341964,urban,I-III,38,25,7,736,25,12150.4,14254.2,,2020
24484161,urban,I-III,49,23,9,906,32,14020.5,17988.2,,2020
24485166,urban,I-III,49,22,9,921,30,14105,17793.3,,2020
24485143,urban,I-III,49,26,9,1080,35,14698.5,19040.8,,2020
21182726,urban,I-III,22,15,4,333,12,5824.3,8000.5,,2020
23907501,urban,I-III,22,21,4,386,14,7507.4,9135.4,,2020
23907636,urban,I-III,33,17,6,627,23,10198.9,12271.6,,2020
24342892,urban,I-III,33,20,6,653,21,10283.6,13271.2,,2020
21263784,urban,I-III,63,30,11,1112,36,17486.2,21701.7,,2020
23912525,urban,II-III,23,15,4,372,15,7358.8,9059.4,,2020
23334979,urban,I-III,75,31,13,890,31,16979.3,20762.7,,2020
24481027,urban,I-III,64,24,11,1102,38,16206,21189.8,,2020
24489201,urban,I-III,41,15,7,631,24,9708.8,13703.1,,2020
24342811,urban,I-III,82,34,14,1495,51,20604.1,25939.9,,2020
24479444,urban,I-III,59,17,10,1052,35,15282.3,20254.6,,2020
22645884,urban,I-III,24,13,4,400,18,7016.9,10221.5,,2020
24486504,urban,I-III,30,17,5,475,18,7790.8,10483.8,,2020
24486622,urban,I-III,48,26,8,821,29,11954.9,17106.1,,2020
24485120,urban,I-III,42,21,7,845,29,12122.2,15708.9,,2020
21215124,urban,I-III,72,27,12,1415,45,20549.7,28165.8,,2020
23912560,urban,I-III,61,24,10,1033,35,16890.6,21523.7,,2020
23907317,urban,I-III,61,24,10,1101,34,17286.1,20816.8,,2020
23917178,urban,I-III,49,14,8,691,24,10710.5,15647.5,,2020
25609179,urban,I-III,25,12,4,238,11,5590.6,6842.5,,2020
21234699,urban,I-III,25,14,4,388,15,7259.4,8890.5,,2020
24485114,urban,I-III,50,25,8,860,31,12886.3,17146.9,,2020
23321310,urban,I-III,44,20,7,905,30,12352.1,15965.9,,2020
24343242,urban,I-III,19,19,3,318,11,6215.7,7874.4,,2020
24490196,urban,I-III,32,15,5,501,19,7859.5,11040.5,,2020
24484149,urban,I-III,45,25,7,770,26,13112.7,16212,,2020
23321391,urban,I-III,39,25,6,665,25,12119.9,15654.3,,2020
24480996,urban,I-III,39,22,6,746,23,11025.8,13282.1,,2020
22690554,urban,I-III,33,13,5,468,17,8350.5,10298.8,,2020
24484209,urban,I-III,33,21,5,635,23,10182.1,13103.8,,2020
22645938,urban,I-III,93,34,14,1565,48,23547.1,27936.7,,2020
24485152,urban,I-III,34,19,5,506,19,9247.2,11912.1,,2020
22720686,urban,I-III,62,39,9,1124,33,19512,22957.8,,2020
24269787,urban,I-III,14,11,2,240,9,4290.8,4898,,2020
24485367,urban,I-III,56,29,8,912,31,16423.8,19687.6,,2020
22645890,urban,I-III,43,20,6,892,28,11527.4,15341.5,,2020
24481926,urban,I-III,29,21,4,514,18,8808.6,10926.4,,2020
21237462,urban,I-III,22,16,3,347,14,6121.5,7983.2,,2020
23912548,urban,I-III,44,18,6,813,31,12585.9,15967.5,,2020
24489492,urban,I-III,59,22,8,1218,39,15156.8,21600,,2020
24481116,urban,I-III,52,28,7,1183,39,15452.9,20325.3,,2020
23906737,urban,I-III,45,15,6,681,23,12500.5,15041,,2020
23454347,urban,I-III,23,14,3,351,15,7737.4,9309.9,,2020
21230483,urban,I-III,54,18,7,1184,39,16364.4,22040,,2020
25813425,urban,I-III,31,19,4,571,19,8723.3,11336.7,,2020
24480002,urban,I-III,39,18,5,777,27,10298.9,14083.4,,2020
24333964,urban,I-III,55,26,7,953,32,16075.1,18227.5,,2020
22625151,urban,I-III,63,21,8,939,33,15801.7,21377.2,,2020
21237404,urban,I-III,71,40,9,1150,39,18410,23675.2,,2020
21232008,urban,I-III,16,14,2,248,10,5241.9,6008.2,,2020
23906855,urban,I-III,24,15,3,302,11,8486.4,10211.1,,2020
21232016,urban,I-III,24,15,3,434,15,7734.8,9581.7,,2020
24479846,urban,I-III,40,19,5,717,24,10299.9,13181,,2020
24481889,urban,I-III,48,27,6,900,31,13093.3,17886.9,,2020
24342248,urban,I-III,49,28,6,917,30,15303.8,19174.9,,2020
24479094,urban,I-III,25,14,3,405,17,7109.1,9732.8,,2020
23907470,urban,I-III,51,20,6,821,31,15018.1,18070.4,,2020
24484014,urban,I-III,43,24,5,830,29,12388.2,16362.2,,2020
24344336,urban,I-III,18,12,2,331,12,6109.6,7621,,2020
23321416,urban,I-III,63,29,7,1247,40,20085.5,23520,,2020
24484037,urban,I-III,65,34,7,1216,42,18586.7,23230.2,,2020
24334036,urban,I-III,56,24,6,956,35,13613.9,16380.7,,2020
23321385,urban,I-III,56,31,6,1151,39,17193.7,21052.3,,2020
24677500,urban,I-III,48,19,5,724,24,11455.2,15487.7,,2020
23321161,urban,I-III,32,15,3,547,21,8061.7,11956,,2020
22645795,urban,I-III,32,19,3,620,23,9795.6,12386,,2020
23907518,urban,I-III,22,16,2,324,12,7865.2,9516.7,,2020
24489773,urban,I-III,33,21,3,584,22,9546,14959.2,,2020
24479088,urban,I-III,44,18,4,644,27,12252.3,15788.4,,2020
24479160,urban,I-III,44,18,4,781,29,11250.4,14811.7,,2020
24489106,urban,I-III,34,11,3,514,20,8154.3,10982.4,,2020
24344974,urban,I-III,58,29,5,1089,33,14511.4,20127.4,,2020
24487917,urban,I-III,35,15,3,523,20,8859.9,11991.5,,2020
24479438,urban,I-III,24,17,2,353,13,6068.6,7488.3,,2020
24484066,urban,I-III,37,27,3,670,24,10877.2,13749.3,,2020
24486639,urban,I-III,25,16,2,295,11,6066.9,7005.3,,2020
24481139,urban,I-III,31,17,2,599,20,9021,11269.6,,2020
22645915,urban,I-III,47,18,3,782,28,11374.2,14360.7,,2020
23321407,urban,I-III,33,19,2,589,22,9045.6,11943.4,,2020
23912531,urban,I-III,33,18,2,664,25,10761.8,13714.5,,2020
22645826,urban,I-III,58,23,3,1237,39,15876.6,19527.6,,2020
21227848,urban,I-III,20,13,1,312,12,6158.5,7388.9,,2020
23912519,urban,I-III,26,17,1,337,16,6860.5,8543.6,,2020
21226820,urban,I-III,28,13,1,422,14,7510.5,9366.1,,2020
24270282,urban,I-III,31,19,1,457,17,9122.9,11242.3,,2020
24481323,urban,I-III,35,17,1,663,22,9184.1,12243.6,,2020
24342857,urban,I-III,18,15,0,258,12,5418.2,6516.5,,2020
24136715,urban,I-III,38,23,13,555,22,10405.5,14807.4,,2020
24333396,urban,I-III,28,21,9,432,19,9364.9,12544.1,,2020
24136589,urban,I-III,34,20,10,493,21,10405.5,13523.4,,2020
25752600,urban,I-III,47,41,13,698,29,13527.1,18161.9,,2020
24136603,urban,I-III,55,31,15,840,31,13527.1,18241.3,,2020
24136566,urban,I-III,65,34,13,1141,43,16648.8,22585.5,,2020
24136557,urban,II-III,16,14,3,165,7,4162.2,5657.7,,2020
36572000,urban,I-III,19,32,2,291,12,6243.3,9109,,2020
24136709,urban,I-III,32,19,2,475,19,9364.9,12552.2,,2020
24334326,urban,I-III,17,7,5,209,11,3975.3,5930.8,,2020
24334272,urban,I-III,46,24,12,714,29,11772.5,17277.9,,2020
24334295,urban,I-III,26,16,4,444,20,8417.9,13139.3,,2020
24334303,urban,I-III,38,15,5,602,24,10279.5,14915.5,,2020
24334289,urban,I-III,22,12,2,244,12,5275.3,8130,,2020
06716159,urban,I-III,30,23,11,337,15,14349.2,21353.8,,2020
23335915,urban,I-III,30,26,8,551,22,8491.2,13748.6,,2020
24333166,urban,I-III,47,28,10,825,30,11501.4,19077.4,,2020
23335890,urban,I-III,39,24,8,702,24,10586.8,16323.5,,2020
24333137,urban,I-III,36,20,6,639,22,9925.9,14503.8,,2020
24334970,urban,I-III,33,22,8,501,20,11717.1,14611.7,,2020
24334964,urban,I-III,33,21,8,511,19,9591.8,13314.7,,2020
24334929,urban,I-III,48,22,11,823,29,15018.9,20173.1,,2020
25862441,urban,I-III,34,19,7,462,19,10150.2,14070,,2020
24335030,urban,I-III,36,23,7,613,21,13084,15731.1,,2020
24334935,urban,I-III,22,15,3,359,13,7149.2,9779,,2020
24334987,urban,I-III,23,17,3,378,14,7961.3,10509.5,,2020
25457700,rural,I-III,15,16,7,150,10,6450.9,10094.9,,2020
25457278,urban,I-III,26,22,8,393,19,8789.3,11194.2,,2020
25457686,rural,I-III,8,10,2,18,0,1996.9,2752,,2020
23908363,urban,III,16,20,4,166,7,7595.7,8329.4,,2020
25457640,rural,I-III,18,17,4,100,11,5224.1,6634.7,,2020
25457261,urban,I-III,51,30,11,894,36,17420.8,21264.5,,2020
25457309,urban,I-III,24,19,5,292,14,7482,9609.6,,2020
25457551,urban,I-III,31,35,6,414,21,4996.9,6711.5,,2020
25457373,urban,I-III,31,31,6,512,22,11132,15740,,2020
25457611,rural,I-III,16,12,3,111,10,6278,7533.6,,2020
25457539,urban,I-III,54,29,10,510,30,11801.5,15105.9,yes,2020
25457381,urban,I-III,24,20,4,268,13,7034.4,10016.8,,2020
25457568,urban,I-III,32,23,5,435,19,3115.5,5250.6,,2020
25457628,rural,I-III,26,24,4,312,17,8571,11252.1,,2020
25457663,rural,I-III,14,12,2,70,9,4204.4,5407.1,,2020
25457597,rural,I-III,14,17,2,79,10,4410.2,6555.2,,2020
25457634,rural,I-III,16,19,2,97,11,4856.3,7505.9,,2020
25457730,rural,I-III,17,19,2,205,11,6155.5,7571.1,,2020
25457255,urban,I-III,47,37,5,873,33,17595.7,24197.3,,2020
25457769,rural,I-III,21,18,2,105,11,5414.9,7461.5,,2020
25457717,rural,I-III,17,30,1,231,12,8648,11905.7,,2020
25457290,urban,I-III,20,3674.2,1,254,14,8042.7,9827.4,,2020
25752209,urban,I-III,30,13,7,347,20,8634.8,12779.9,,2020
06719471,rural,I-III,17,11,3,189,11,5534.8,7512.8,,2020
25751931,urban,I-III,18,16,3,189,11,5118.2,7371,,2020
25791281,rural,I-III,15,11,2,94,9,3805.2,5033.2,,2020
25780246,urban,I-III,64,45,6,640,38,19802.7,26369.2,yes,2020
25791273,rural,I-III,13,7,1,69,9,3835.9,4910,,2020
25790536,rural,I-III,15,11,1,61,9,3155.5,4393.4,,2020
25791346,rural,I-III,17,13,0,155,11,5020.7,6630.3,,2020
25864598,rural,I-III,17,11,4,100,11,4556.1,5280.6,,2020
25864612,rural,I-III,14,14,3,55,7,4055.8,5270.1,,2020
25864641,rural,I-III,18,12,3,81,11,4440,5432.9,,2020
25864581,rural,I-III,18,12,3,161,11,5147.1,5673.9,yes,2020
25864730,rural,I-III,13,11,2,62,9,3652.4,4510.6,,2020
25864664,rural,I-III,15,9,2,41,6,3275,3942.6,,2020
25864629,rural,I-III,16,11,2,112,11,4884.1,6358.8,yes,2020
25864718,rural,I-III,17,11,2,83,10,4554.7,5188.3,,2020
25864569,urban,I-III,89,40,9,810,56,27949.6,33656.7,yes,2020
25864687,rural,I-III,16,13,1,49,9,4114.5,4666.8,,2020
25864606,rural,I-III,18,11,1,113,11,4860.1,6123.4,,2020
25864546,rural,I-III,13,11,0,67,10,4068.6,5112.1,,2020
25179425,rural,I-III,18,10,6,97,11,5010.9,5561,,2020
36293879,urban,I-III,17,16,5,164,11,5928.4,6562.1,,2020
25457982,rural,I-III,16,10,4,95,11,4462.2,4843.2,,2020
22719542,urban,I-III,43,29,10,532,21,12543.4,14596.1,,2020
22719559,urban,I-III,39,22,6,552,23,12922.5,13544.2,,2020
39474171,rural,I-III,15,9,2,68,10,3704.1,4135.7,,2020
25458604,urban,I-III,86,48,11,999,51,24360.8,28859,yes,2020
26451852,urban,I-III,16,16,2,122,11,4998,5577.9,,2020
38535662,rural,I-III,20,12,2,242,11,6196.4,6921.1,,2020
24673459,rural,I-III,12,5,3,47,7,2800.1,3388.1,,2020
25780192,rural,I-III,15,5,2,38,4,2659.4,3217.9,,2020
25791155,rural,I-III,15,7,2,72,9,4197.6,5079,,2020
40598103,urban,I-III,85,43,9,821,47,23213.1,28270,yes,2020
25791117,rural,I-III,14,4,1,58,7,2691.1,3256.1,,2020
25791178,rural,I-III,17,7,0,69,10,4205.9,5079.2,,2020
25791190,rural,I-III,17,10,0,154,11,5053.9,6165.8,,2020
25467851,rural,I-III,17,6,0,196,11,4812.9,5844.8,,2020
25188134,rural,I-III,17,11,8,90,11,4972.6,6451,,2020
25188140,rural,I-III,17,11,5,92,10,5988.6,71860,,2020
25454328,urban,I-III,73,48,17,922,45,19717.8,29394.2,yes,2020
25188128,rural,I-III,23,17,5,228,14,6510.8,7881.3,yes,2020
25188795,rural,I-III,14,11,3,58,8,5582.9,7704.4,,2020
25190467,rural,I-III,17,10,3,115,11,5735.4,7456,,2020
25191113,rural,I-III,18,10,3,127,11,6032.5,7540.6,,2020
26282384,rural,I-III,14,11,2,64,8,5069.7,6844,,2020
25190510,urban,I-III,23,14,3,305,18,8187.6,9565.5,,2020
25191357,rural,I-III,19,10,2,137,11,5988.7,7186.5,,2020
25189271,urban,I-III,20,20,2,254,12,8251.1,8537.1,,2020
25190444,rural,I-III,15,13,1,145,11,6766.1,8457.6,,2020
25188157,rural,I-III,16,10,1,109,10,5831.9,6998.2,,2020
25454334,urban,I-III,18,8,1,214,11,7123.5,9759.1,,2020
25792918,rural,I-III,9,12,3,28,2,1444.1,1574.1,,2020
25792870,rural,I-III,15,18,5,114,9,3348.8,3650.3,,2020
25792887,rural,I-III,10,9,3,35,2,1970.8,2542.4,,2020
06718081,rural,I-III,23,21,5,158,11,4846.2,6542.4,,2020
25792835,rural,I-III,19,17,4,109,10,3551.7,4325.5,,2020
25792812,rural,I-III,14,17,2,86,10,1851.1,2054.8,,2020
25792924,rural,I-III,9,10,1,28,2,1636.7,1751.3,,2020
25792893,urban,I-III,19,23,2,243,11,5025.5,6935.2,yes,2020
25792864,rural,I-III,10,11,1,40,5,1610.9,1707.6,,2020
25792798,rural,I-III,14,3,1,25,3,1519.6,1823.5,,2020
25792841,rural,I-III,11,10,0,40,5,1617.4,1795.3,,2020
25792858,rural,I-III,12,13,0,40,5,1660.7,1793.6,,2020
25792752,rural,I-III,12,28,0,63,7,2244.5,2603.6,,2020
25792901,rural,I-III,15,11,0,79,11,3063.1,3737,,2020
24329265,rural,I-III,14,15,4,70,8,1149.9,1556,,2020
24329207,urban,I-III,22,8,4,274,14,1686.2,2293.1,,2020
24329650,urban,I-III,24,20,4,287,12,2032.4,2881.8,,2020
24329615,urban,I-III,19,24,3,295,14,3263.8,4117.1,yes,2020
24329638,urban,I-III,52,28,6,656,31,4565.5,4537,yes,2020
24329746,rural,I-III,18,10,2,117,11,1839.4,2490.7,,2020
24329644,urban,I-III,41,17,4,671,28,3181.6,3265.1,,2020
24329733,urban,I-III,31,26,3,255,20,3420.4,4121.5,yes,2020
24329609,rural,I-III,23,17,2,94,10,2160.6,2957.6,yes,2020
24329503,rural,I-III,14,11,1,42,5,804,1141.2,,2020
25186773,rural,I-III,17,8,1,95,10,1579.9,2056.7,,2020
25186879,rural,I-III,12,16,0,27,3,793.1,1030.3,,2020
24329271,rural,I-III,11,13,0,37,4,838,1010.8,,2020
24329472,rural,I-III,10,10,0,40,6,702.9,898.8,,2020
25186810,rural,I-III,16,12,0,43,5,1099.5,1576,,2020
25186787,rural,I-III,15,8,0,118,11,1288.3,1757.6,,2020
25463824,rural,I-III,16,21,4,134,9,2117.2,2307.7,,2020
25463793,rural,I-III,14,6,3,82,9,596.4,662,,2020
25463801,rural,I-III,14,12,3,97,10,1188.3,1247.7,,2020
25463876,urban,I-III,36,33,7,548,22,4756.7,5089.7,yes,2020
25463770,rural,I-III,17,12,3,117,10,1849,2200.3,,2020
25463758,rural,I-III,18,12,3,101,10,1709.7,2017.4,,2020
25463847,rural,I-III,14,19,2,128,11,2473.6,2597.3,,2020
23325029,rural,I-III,16,19,6,108,11,6081.9,8336.9,,2020
23453141,urban,I-III,39,24,14,625,25,14919.6,17760.5,,2020
23325093,urban,I-III,26,19,9,321,15,5840,8818.4,,2020
23325035,urban,I-III,44,40,13,634,26,11633.9,13292.4,,2020
22661825,urban,I-III,34,21,10,559,21,9683.8,12104.7,,2020
25465906,urban,I-III,31,25,9,429,19,10599.3,13445.8,yes,2020
25455055,rural,I-III,24,26,6,254,13,7123.8,9688.4,,2020
23452455,urban,I-III,56,56,14,813,36,27445.3,34306.7,yes,2020
22661937,urban,I-III,32,33,7,476,22,12450.7,15592.4,,2020
23758981,urban,I-III,55,34,12,1105,39,19648,23895.7,,2020
23325130,urban,I-III,33,33,6,516,21,11170.7,14544.4,,2020
23452437,urban,I-III,55,34,10,735,29,14028.7,18938.8,,2020
23325087,urban,I-III,18,17,3,220,11,7180.7,8645.9,,2020
23325160,rural,I-III,20,24,3,232,11,6844.7,8296.6,,2020
23452526,rural,I-III,14,19,2,90,10,5578.1,7251.5,,2020
22661831,rural,I-III,21,18,3,276,14,6722.6,9680.2,,2020
23453135,rural,I-III,17,16,2,139,11,5633.2,7456.8,,2020
23452420,rural,I-III,25,23,1,357,17,9915.3,11981.8,,2020
25466171,rural,I-III,16,14,6,76,11,3865.3,4377.2,,2020
25458591,rural,I-III,18,13,5,100,10,4390.3,4861.8,,2020
25458585,rural,I-III,17,15,1,128,10,5312.6,6282.4,,2020
25466165,rural,I-III,15,13,0,88,11,4367.6,5403.2,,2020
33460509,urban,I-III,26,19,10,336,16,8888.7,9578.6,,2020
33292707,rural,I-III,20,15,7,108,11,5790.3,6416.6,,2020
33292715,rural,I-III,26,23,8,206,14,8470.2,9281.1,yes,2020
33460399,rural,I-III,23,23,6,186,13,7674.4,4219.2,yes,2020
32989620,rural,I-III,21,23,5,258,11,8673.2,2566.1,,2020
32506600,urban,I-III,82,57,18,1061,44,27385.2,30671.4,yes,2020
33460383,rural,I-III,21,21,4,252,14,7704.6,8647.4,,2020
25752468,urban,I-III,48,34,9,764,32,15765.1,8600.3,,2020
31834715,rural,I-III,14,17,2,106,11,5148.7,2344.7,,2020
32506636,urban,I-III,44,28,6,644,27,13090.8,2842.4,,2020
33458856,rural,I-III,31,18,4,488,21,10332.9,12329.7,,2020
33460404,rural,I-III,16,11,2,155,11,4460.1,1246.6,,2020
33460418,rural,I-III,22,27,2,295,15,9095.4,2846.6,,2020
33460446,urban,I-III,52,27,4,797,31,15578.1,17096.3,,2020
33458861,rural,I-III,14,9,0,95,11,4382.4,4773,,2020
33460425,rural,I-III,24,17,0,261,14,7627.1,8675.5,,2020
32989641,rural,I-III,23,24,0,381,16,9554.9,10851.9,,2020
26067272,rural,I-III,13,12,3,45,7,3793.7,4425,,2020
34793944,rural,I-III,31,35,5,223,18,10512.5,14500,yes,2020
36467952,rural,I-III,10,13,1,48,7,4439,5525.2,,2020
25863989,rural,I-III,18,23,1,145,11,6272.8,8350.1,,2020
26067266,rural,I-III,10,10,0,45,6,2107.2,2460.8,,2020
25864888,rural,I-III,15,10,0,57,9,4342.6,5211.1,,2020
23329369,rural,I-III,18,12,3,88,10,1716.6,1723.3,,2020
23329352,rural,I-III,19,14,3,104,11,2140.7,2376.2,,2020
23329375,rural,I-III,19,10,3,127,11,2068.6,2379,,2020
23329270,rural,I-III,14,13,2,85,11,1915.4,2087.8,,2020
25614418,urban,I-III,58,35,8,714,34,5137.9,6463.5,yes,2020
22719909,urban,I-III,36,32,3,453,21,4842,4856.2,,2020
23329346,rural,I-III,16,12,1,70,10,1593.8,1880.7,,2020
24135667,rural,I-III,16,11,4,109,11,4842.8,6418.6,,2020
24135609,rural,I-III,27,17,6,298,14,7142.6,8402.7,,2020
24135526,urban,I-III,41,24,8,671,26,12671.6,14796.3,,2020
26203456,urban,I-III,36,27,7,503,22,11723.6,14429.9,,2020
24135532,urban,I-III,39,22,7,507,21,11612.7,13542.1,,2020
24135615,rural,I-III,18,15,3,183,11,5772.8,7942.3,,2020
24135673,rural,I-III,19,10,3,113,11,4869.2,6591.4,,2020
24135549,urban,I-III,38,19,6,424,19,9332.9,12874.1,,2020
24135650,rural,I-III,19,10,2,118,10,4819.8,6118.3,,2020
24135555,urban,I-III,51,37,4,593,30,16299.9,19964.6,yes,2020
24330162,rural,I-III,10,8,4,43,3,3001,3632.6,,2020
24330133,rural,I-III,18,18,4,196,11,8155.2,8718.2,,2020
24330854,rural,I-III,17,9,3,87,11,5496.1,6481.3,,2020
22674638,rural,I-III,19,19,3,237,11,7022.2,8021,,2020
24330883,urban,I-III,54,35,8,834,32,17759,21891.9,yes,2020
24330104,urban,I-III,14,20,2,96,10,5916.9,6864.7,,2020
24330908,rural,I-III,24,24,3,231,15,9028.5,11713.7,yes,2020
24330086,rural,I-III,21,16,2,168,11,7095.4,8382.1,yes,2020
24330877,urban,I-III,22,9,2,217,11,6407.3,7713.8,,2020
24330239,rural,I-III,15,10,1,138,11,5667.5,6928,,2020
24330127,rural,I-III,16,12,1,85,11,5362.7,6197.3,,2020
25175657,rural,I-III,14,11,6,70,10,4310.8,5517.8,,2020
25175628,rural,I-III,19,13,5,118,11,6392.7,8630.1,,2020
25175634,rural,I-III,17,13,4,130,11,4009.9,5012.4,,2020
25175734,rural,I-III,9,9,2,30,5,3320.6,4250.4,,2020
25175746,rural,I-III,20,13,4,166,11,6514.6,8338.7,,2020
25175663,rural,I-III,16,12,3,76,11,2827.8,3647.8,,2020
25175670,rural,I-III,17,14,3,111,11,5965.8,8173.2,,2020
25175686,rural,I-III,17,12,3,136,11,4674.7,6217.3,,2020
25175723,rural,I-III,20,17,3,250,12,7303.2,9932.4,,2020
25175640,rural,I-III,15,11,2,91,10,4379.7,5387.1,,2020
25175717,rural,I-III,10,9,1,43,7,3746.9,4983.4,,2020
25175692,rural,I-III,16,14,1,75,10,4205.4,5509.1,,2020
22682394,rural,I-III,30,17,8,166,19,7986.8,8705.6,yes,2020
22682419,rural,I-III,17,6,3,88,10,3713.5,4084.9,,2020
22683761,rural,I-III,18,5,2,94,11,3892.2,4363.4,,2020
22683531,rural,I-III,18,11,1,252,13,9725.1,10697.7,,2020
24475601,rural,I-III,10,8,3,33,4,2053.3,2484.5,,2020
25779993,rural,I-III,28,23,8,195,17,5691.1,7227.7,yes,2020
24271005,rural,I-III,36,20,6,325,23,9768.5,12992.1,yes,2020
25752830,rural,I-III,14,9,2,54,10,3552.4,4405,,2020
23325704,rural,I-III,16,7,2,62,10,3188.9,1113.8,,2020
24273151,rural,I-III,16,11,2,118,11,6765,8388.6,,2020
25752646,rural,I-III,16,12,2,131,10,4577.9,6226,yes,2020
25179750,rural,I-III,14,10,1,73,10,4127.1,5241.4,,2020
23750347,rural,I-III,17,18,3,94,10,4807.2,5683.9,,2020
23750206,rural,I-III,19,17,2,96,11,5333.9,6327.3,,2020
22705864,urban,I-III,32,27,3,483,22,12437,15018.9,yes,2020
23145853,rural,I-III,17,11,8,95,10,3938.7,5160.2,,2020
23145818,rural,I-III,17,13,5,98,11,3811.8,5046.9,,2020
23145927,rural,I-III,15,13,3,67,8,3293.8,4501.2,,2020
24270046,urban,I-III,33,34,6,540,28,12714.1,15292.2,yes,2020
23335884,rural,I-III,18,11,3,91,11,3813,5257.5,,2020
30136169,rural,I-III,21,12,3,139,11,4185.5,5586.1,,2020
23145862,rural,I-III,16,10,2,82,9,4001.6,5428.5,,2020
23145959,urban,I-III,32,27,3,405,20,8731.2,10712.6,,2020
23145712,rural,I-III,14,12,0,65,9,4104.6,5517.5,,2020
23145899,rural,I-III,17,16,0,96,11,4040,5530.4,,2020
23145824,rural,I-III,20,11,0,164,11,4118.5,5670.3,yes,2020
25183444,urban,I-III,22,20,10,306,16,8886.4,10604.6,,2020
25779929,rural,I-III,13,8,5,74,9,4537.1,6075.5,,2020
25468342,rural,I-III,18,18,6,142,11,7029.1,8604.9,,2020
25790523,urban,I-III,15,17,5,236,11,6608.8,8430.8,,2020
25790606,rural,I-III,16,10,5,84,10,4104.7,6266.5,,2020
25780329,rural,I-III,16,14,5,189,10,5585.5,7371,,2020
25779817,urban,I-III,16,16,5,242,11,6471.7,8138.8,,2020
25792025,rural,I-III,14,15,4,107,11,5594.7,6813,,2020
25779540,urban,I-III,19,14,5,263,11,6847,9163.4,,2020
25779770,urban,I-III,47,27,12,761,30,16956.8,23415.8,,2020
25780045,rural,I-III,17,19,4,160,11,6079.6,7563.4,,2020
25753137,rural,I-III,17,18,4,206,11,7088.6,8308.1,,2020
23325880,urban,I-III,41,27,9,700,25,12223.4,19191.6,,2020
25780068,rural,I-III,14,13,3,113,11,5461,8087.8,,2020
25779881,urban,I-III,26,25,5,394,18,10117.7,12773.6,,2020
25791712,rural,I-III,16,14,3,137,11,4966.5,6627.1,,2020
25174534,rural,I-III,16,14,3,161,11,5796.1,7144.6,,2020
25780111,urban,I-III,16,13,3,206,11,4769.4,7654.3,,2020
25191128,urban,I-III,43,26,7,730,29,13262.5,15997.3,,2020
25792479,urban,I-III,19,19,3,298,14,7742.5,9604.4,,2020
25779987,urban,I-III,33,19,5,520,22,11324.5,13795.3,,2020
25779444,rural,I-III,20,16,3,197,11,6832.6,7752.1,,2020
25863883,urban,I-III,36,28,5,547,23,12213.7,14923.3,,2020
25779496,urban,I-III,19,10,2,184,11,4234.6,6484.1,,2020
25751492,urban,I-III,29,22,3,419,19,8349.9,12695.9,,2020
24670142,rural,I-III,10,11,1,35,6,2885,3435.5,,2020
24673382,rural,I-III,14,14,1,145,11,5560.1,7019.7,,2020
25779645,urban,I-III,18,10,1,209,11,5261.5,6679,,2020
25462822,rural,I-III,17,19,0,166,11,5901.4,7772.6,,2020
26451349,rural,I-III,15,12,6,92,10,4817,5817.2,,2020
26451674,rural,I-III,17,15,5,233,11,5898.1,6661.4,,2020
