regname,eotype,areaname,eoname,eolevel,eosize,teachstuff,nonteachstuff,teachstuffretage,pupils,classes,opex,opexplan,hub,budgetcode,ownership,DISO,EDRPOU,year,KOATUU_2020_reg,EDRPOU_checked,id
Вінницька область,село,Немирівська міська ТГ,"Комунальний заклад ""Байраківська загальноосвітня школа І-ІІІ ступенів ім. Максима Шимка"" Немирівської міської ради Вінницької області",I-III,,16,7,2,61,9,3638.773,4421.154,,02506000000,комунальна,7963,26224346,2020,05,26224346,байраквськазагальноосвтняшкола3ступменмаксимашимканемирвськавницькаобл
Вінницька область,місто,Немирівська міська ТГ,"Немирівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ст. №1 ім. М.Д.Леонтовича-гімназія"" Немирівської міської ради Вінницької області",I-III,,57,24,7,744,31,17017.567,21899.865,,02506000000,комунальна,7960,13310311,2020,05,13310311,немирвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступ1менмдлеонтовичагмназянемирвськавницькаобл
Вінницька область,село,Немирівська міська ТГ,"Комунальний заклад ""Медвежанська загальноосвітня школа І-ІІІ ступенів "" Немирівської міської ради Вінницької області",I-III,,17,11,1,104,9,3992.575,4851.333,,02506000000,комунальна,7970,26227913,2020,05,26227913,медвежанськазагальноосвтняшкола3ступнемирвськавницькаобл
Вінницька область,місто,Тульчинська міська ТГ,"Тульчинська загальноосвітня школа І-ІІІ ступенів №2_x000D_
Тульчинської міської ради_x000D_
Вінницької області",I-III,,51,28,12,888,33,16346.2,21130.6,,02507000000,комунальна,6600,21723352,2020,05,21723352,тульчинськазагальноосвтняшкола3ступ2х000dтульчинськах000dвницькаобл
Вінницька область,село,Дашівська селищна ТГ,"-Кальницька загальноосвітня школа _x000D_
-І-ІІІ ступенів імені Ярослава Івашкевича _x000D_
-Дашівської селищної ради _x000D_
-Іллінецького району _x000D_
-Вінницької області",I-III,,20,13,2,121,11,4006.5,4845.6,,02509000000,комунальна,7204,26235083,2020,05,26235083,кальницьказагальноосвтняшколах000d3ступменярослававашкевичах000dдашвськах000dх000dвницькаобл
Вінницька область,місто,Томашпільська селищна ТГ,"Навчально - виховний комплекс "" Томашпільська загальноосвітня школа І-ІІІ ступенів - гімназія "" ",I-III,,67,42,25,878,32,16000.5,20527.7,опорна,02512000000,комунальна,6955,26223111,2020,05,26223111,навчальновиховнийкомплекстомашпльськазагальноосвтняшкола3ступгмназ
Вінницька область,село,Війтівецька сільська ТГ,"Комунальний заклад ""Загальноосвітня школа І-ІІІ ступенів с. Війтівці Війтівецької сільської ради Хмільницького р-ну Вінницької області""",I-III,,22,20,5,235,13,5942.908,6990.048,,02515000000,комунальна,8283,26224100,2020,05,26224100,загальноосвтняшкола3ступсвйтвцвйтвецькахмльницькогорнувницькаобл
Вінницька область,село,Турбівська селищна ТГ,Староприлуцька загальноосвітня школа І-ІІІ ступенів Староприлуцької сільської ради Липовецького району Вінницької області,I-III,,16,13,2,130,10,4206.407,5785.267,,02568000000,комунальна,11403,26244063,2020,05,26244063,староприлуцьказагальноосвтняшкола3ступстароприлуцькавницькаобл
Вінницька область,село,Липовецька міська ТГ,"НВК ""Росошанська ЗОШ І-ІІІ ступенів - дошкільний навчальний заклад Сонечко"" Росошанської ОТГ",I-III,,26,21,1,253,12,9186.022,10400.456,опорна,02557000000,комунальна,11402,26243734,2020,05,26243734,навчальновиховнийкомплексросошанськазагальноосвтняшкола3ступдошкльнийнавчальнийзакладсонечкоросошанськаот
Вінницька область,місто,Гніванська міська ТГ,"Опорний заклад освіти ""Альтернативна школа загальної середньої освіти І-ІІІ ступенів №1 ім.А.С.Макаренка розвитку здібностей дитини"" Гніванської міської ради Вінницької області",I-III,,74,40,11,838,41,20128.3,27822.5,опорна,02533000000,комунальна,8034,26242083,2020,05,26242083,опорнийзакладосвтиальтернативнашколазагальнасередньаосвти3ступ1менасмакаренкарозвиткуздбностейдитинигнванськавницькаобл
Вінницька область,село,Калинівська міська ТГ,Загальноосвітня школа І-ІІІ ступенів села Нова Гребля,I-III,,18,15,7,167,11,4801.4,4852.9,,02501000000,комунальна,6284,26286608,2020,05,26286608,загальноосвтняшкола3ступсновагребл
Вінницька область,місто,Вінницька міська ТГ,"Комунальний заклад ""Загальноосвітня школа ІІ-ІІІ ступенів № 31 Вінницької міської ради Вінницької області""",II-III,,75,28,13,1058,35,17504.654,21981.941,,02536000000,комунальна,8848,26176311,2020,05,26176311,загальноосвтняшкола3ступ31вницькавницькаобл
